facility_id,facility_name,facility_other_names,sub_site_name,sub_site_other_names,facility_type,primary_commodity,commodities_products,facility_equipment,production_start,production_end,activity_status,activity_status_year,surface_area_sq_km,concession_area_sq_km,country
COM00539.00,Highvale,Sundance,,,Mine,Coal,Thermal coal,,1970.0,,,,,,Canada
COM00540.00,Hillside,,,,Smelter,Processing,Aluminium,,,,,,,,South Africa
COM00541.00,Hinatuan,Tagana-an Nickel Project,,,Mine,Other (poly)-metallic,Nickel,,,,,,,,Philippines
COM00542.00,Hoedspruit,,,,Mine,Other mine,PGM,,,,Project,2018.0,,,South Africa
COM00543.00,Holt-McDermott,,,,Mine,Gold,Gold,,,,,,,,Canada
COM00544.00,Hope Downs,,,,Mine,Iron,Iron ore,Open Pit,2007.0,,,,,,Australia
COM00545.00,Hopkins Complex,"Hopkins County Coal, Elk Creek",,,Mine,Coal,Coal,Underground,,2016.0,,,,,United States of America
COM00546.00,Hotazel,,,,Mine,Other mine,Manganese,"Underground, Open Pit",,,,,,,South Africa
COM00547.00,Huaron,,,,Mine,Silver,"Silver, Gold, Zinc, Lead, Copper",Underground,,,,,,293.44,Peru
COM00548.00,Huaxing,Shanxi Huaxing,,,"Mine, Refinery",Aluminium,"Bauxite, Alumina",Underground,,,active,2019.0,,,China
COM00549.00,Humphrey,,,,Mine,Coal,Coal,Underground,1956.0,2002.0,,,,,United States of America
COM00550.00,Hunedoara steel plant,,,,"Smelter, Refinery",Processing,Steel,"Electric arc furnace, ladle furnace, continuous caster, section rolling mill",,,,,,,Romania
COM00551.00,Hunter Valley Operations,"Hunter Valley Operations (HVO), HVO, HVO JV, JVMC, West Pit, Howick, Hunter Valley No. 1, Lemington",,,Mine,Coal,"Thermal coal, Semi-soft coking coal",Open cut,,,,,,,Australia
COM00552.00,Huolinhe Holingol,,,,Mine,Coal,Coal,Open pit,,,,,,,China
COM00553.00,Iduapriem,,,,Mine,Gold,Gold,Open pit,,,,,,,Ghana
COM00554.00,Illawarra,,,,Mine,Coal,"Thermal coal, Metallurgical coal",,,,,,,,Australia
COM00555.00,ILO,,,,"Refinery, Smelter",Processing,"Blister anode, Copper anode, Copper cathode, Silver",,,,,,,,Peru
COM00556.00,Iluka Florida/Georgia,,,,Region,Iron,"Zircon, Rutile, Ilmenite, Leucoxene",,,,,,,,United States of America
COM00557.00,Iluka Virginia,,,,"Mine, Refinery",Iron,"Zircon, Ilmenite",,,,,,,,United States of America
COM00558.00,Iluka Western Australia,,,,"Mine, Refinery",Iron,"Zircon, Rutile, Ilmenite, Refined Zircon, Refined Rutile, Monazite, Synthetic Rutile",Open pit,,,,,,,Australia
COM00559.00,Ilyich Steel,PrJSC Ilyich Iron and Steel Works,,,"Refinery, Smelter",Processing,"Iron, Steel","Sinter plant, Blast furnace",,,,,,,Ukraine
COM00560.00,IMMSA - Charcas,,,,Mine,Zinc,"Zinc, Lead, Copper",,1911.0,,,,,,Mexico
COM00561.00,IMMSA - San Martin,,,,Mine,Copper,"Zinc, Lead, Copper","Underground, Flotation plant",,,,,,,Mexico
COM00562.00,IMMSA - Santa Barbara,,,,Mine,Zinc,"Zinc, Lead, Copper","Underground, Flotation plant",,,,,,,Mexico
COM00563.00,IMMSA - Santa Eulalia,,,,Mine,Zinc,"Zinc, Lead",,,,,,,,Mexico
COM00564.00,IMMSA - Taxco,,,,Mine,Zinc,"Zinc, Lead","Underground, Flotation",1918.0,,stopped 31.12.2013,,,,Mexico
COM00565.00,Impumelelo,,,,Mine,Coal,Coal,Underground,2015.0,,,,,,South Africa
COM00566.00,Impunzi,"iMpunzi, ATCOM/ATCOM East",,,Mine,Coal,Thermal coal,,,,,,,,South Africa
COM00567.00,Inaglinskiy,,,,Mine,Coal,Coking coal,Open pit,2016.0,,,,,,Russian Federation
COM00568.00,Indiana Harbor,,,,"Smelter, Refinery",Processing,"Steel, hot-rolled sheet, cold-rolled sheet, hot dip galvanized sheet","Sintering plant, blast furnace, basic oxygen furnaces, slab casters, hot strip mill, tandem mill, temper mill, hot dip galvanizing line, aluminizing line",,,,,,,United States of America
COM00569.00,Ingulets GOK,"InGOK, JSC Ingulets Mining and Processing Works",,,Mine,Iron,Iron,Open pit,1965.0,,,,,,Ukraine
COM00570.00,Intalco Aluminium Smelter,,,,Smelter,Processing,Aluminium,,,,,,,,United States of America
COM00571.00,Integra Coal,,,,Mine,Coal,"Thermal coal, Metallurgical coal","Open Pit, Underground",,,,,,,Australia
COM00572.00,Inyanda,,,,Mine,Coal,Thermal coal,Open pit,,,,,,,South Africa
COM00573.00,Ipatinga,"Intendente Câmara Plant, Usiminas",,,"Refinery, Smelter",Processing,Crude steel,,,,,,,,Brazil
COM00574.00,Irbeysky,,,,Mine,Coal,Coal,Open pit,,,,,,,Russian Federation
COM00575.00,Irkutsk Aluminium Smelter,IrkAZ,,,Smelter,Processing,"Aluminium, Aluminium strips, Aluminium alloys, Aluminium bars, wire rod",,1962.0,,,,,,Russian Federation
COM00576.00,Iron Ore Company of Canada Labrador City,,,,Mine,Iron,Iron ore,,,,,,,,Canada
COM00577.00,Iron Valley,,,,Mine,Iron,Iron,,2015.0,,,,,,Australia
COM00578.00,Irtyshsky,,,,Mine,Copper,"Copper, Zinc, Gold, Silver",Underground,,,,,,,Kazakhstan
COM00579.00,Isaac Plains,,,,Mine,Coal,"Thermal coal, Metallurgical coal",Open pit,,,,,,,Australia
COM00580.00,ISAL,,,,Smelter,Processing,Aluminium,,1969.0,,,,,,Iceland
COM00581.00,Ishihuinca,,,,Mine,Gold,"Gold, Copper, Zinc, Lead",Underground,,,,,,,Peru
COM00582.00,Isibonelo,,,,Mine,Coal,Thermal coal,,,,,,,,South Africa
COM00583.00,Itabira,,,,Mine,Gold,"Iron, Gold","Open Pit, Benefication Plant",,,,,,,Brazil
COM00584.00,Itatiaiucu,,,,Mine,Iron,Iron ore,Open pit,,,,,,,Brazil
COM00585.00,Itmann No. 5 Mine,,,,Mine,Other mine,Metallurgical coal,Underground,,,in development,2019.0,,,United States of America
COM00586.00,Jabal Sayid,,,,Mine,Copper,Copper,,2016.0,,,,,,Saudi Arabia
COM00587.00,Jacinth-Ambrosia,"Jacinth, Ambrosia",,,"Mine, Refinery",Iron,"Zircon, Rutile, Ilmenite",Open pit,2009.0,,,,,,Australia
COM00588.00,Jacobina,,,,Mine,Gold,Gold,Underground,1983.0,,,,,,Brazil
COM00589.00,Jamalco,,,,"Mine, Refinery",Aluminium,"Bauxite, Alumina",Open pit,1963.0,,,,,,Jamaica
COM00590.00,Jaurdi,,,,Mine,Gold,Gold,,,,,,,,Australia
COM00591.00,Jellinbah,Jellinbah East,,,Mine,Coal,"Metallurgical coal, Thermal coal",,,,,,,,Australia
COM00592.00,Jerritt Canyon,,,,Mine,Gold,Gold,,,,,,,,United States of America
COM00593.00,Jewett,,,,Mine,Coal,Lignite,,1985.0,2017.0,,,,,United States of America
COM00594.00,Jharsuguda Aluminium Smelter,,,,Smelter,Processing,"Aluminium, Aluminium ingot, Aluminium billet, Aluminium wire rod, Aluminium slab",,2009.0,,,,,,India
COM00595.00,Jiaozuo,,,,Mine,Aluminium,Bauxite,"Open pit, Underground",,,active,2019.0,,,China
COM00596.00,Jiaozuo Wanfang,,,,Smelter,Processing,Aluminium,,,,,,,,China
COM00597.00,Jimblebar,,,,Mine,Iron,Iron,Open pit,1989.0,,,,,,Australia
COM00598.00,Jingtieshan,,,,Mine,Other mine,Iron ore,,,,,,,,China
COM00599.00,Jinzhong,Inner Mongolia Jinzhong Mining Company Limited,,,Mine,Gold,Gold,,,,,,,,China
COM00600.00,Joao Monlevade,,,,"Smelter, Refinery",Processing,"Steel, wire rod",,,,,,,,Brazil
COM00601.00,Jones Fork Complex,,,,Mine,Coal,Coal,"Underground, Surface",1992.0,,,,,,United States of America
COM00602.00,Jonquiere,,,,Refinery,Processing,Alumina,,,,,,,,Canada
COM00603.00,Julcani,,,,Mine,Silver,"Gold, Silver, Lead, Copper",Underground,1953.0,,,,,,Peru
COM00604.00,Julietta,,,,Mine,Other mine,Gold,,,,,,,,Russian Federation
COM00605.00,Jundee,,,,Mine,Gold,Gold,"Open pit, Underground",,,,,,,Australia
COM00606.00,Jupiter,,,,Mine,Other mine,Coal,"Surface, Underground",,2008.0,,,,,United States of America
COM00607.00,Juruti,,,,Mine,Aluminium,Bauxite,Open pit,2009.0,,,,,,Brazil
COM00608.00,Justice Energy,,,,Mine,Coal,"Coking coal, Thermal coal",Underground,,,,,,,United States of America
COM00609.00,Kabanga,,,,Mine,Other mine,Gold,,,,,,,,Tanzania
COM00610.00,Kachkanar GOK,"EVRAZ KGOK, KGOK",,,Mine,Iron,Iron ore,Open pit,,,,,,,Russian Federation
COM00611.00,Kalgoorlie,"Super Pit, KCGM, Kalgoorlie Consolidated Gold Mines Pty Ltd",,,Mine,Gold,Gold,"Open pit, Underground",1989.0,,,,,,Australia
COM00612.00,Kalgoorlie Smelter,,,,Smelter,Processing,Nickel matte,Smelter,,,,,,,Australia
COM00613.00,Kanawha Eagle,Guyan,,,Mine,Coal,"Thermal coal, Metallurgical coal",Underground,,,,,,,United States of America
COM00614.00,Kandalaksha Aluminium Smelter,,,,Smelter,Processing,"Aluminium, Aluminium billets, wire rod",,1951.0,,,,,,Russian Federation
COM00615.00,Kangala,Kangala Colliery,,,Mine,Coal,Thermal coal,Open pit,2014.0,,,,,,South Africa
COM00616.00,Kangalassky,,,,Mine,Coal,Thermal coal,Open pit,1962.0,,,,,7.7,Russian Federation
COM00617.00,Kanowna Belle,Kanowa,,,Mine,Gold,Gold,,,,,,,,Australia
COM00618.00,Kansanshi,,,,"Mine, Smelter",Copper,"Copper, Gold, Copper cathode",High pressure leaching,,,,,,,Zambia
COM00619.00,Karaganda,,,,Mine,Coal,"Coking coal, Thermal coal",Underground,1996.0,,,,,,Kazakhstan
COM00620.00,Karagaylinskoye,,,,Mine,Coal,Coal,,,,,,,,Russian Federation
COM00621.00,Karakansky-South,,,,Mine,Coal,Coal,Open pit,,,,,,,Russian Federation
COM00622.00,Karelsky Okatysh,Kostomukshinsky,,,Mine,Iron,"Iron, Iron concentrate, Iron ore pellets",,1982.0,,,,,,Russian Federation
COM00623.00,Karouni,,,,Mine,Gold,Gold,Open pit,,,,,,,Guyana
COM00624.00,Katanga Mining Complex,,,,Mine,Copper,"Copper, Cobalt","Underground, Open pit",,,,,,,DR Congo
COM00625.00,Kayad,,,,Mine,Zinc,"Lead, Zinc",Underground,2014.0,,,,,,India
COM00626.00,Kayenta,,,,Mine,Coal,Thermal coal,Surface,,2019.0,,,,,United States of America
COM00627.00,Kazzinc,,,,Region,Zinc,"Zinc, Lead, Copper, Gold, Silver",,,,,,,,Kazakhstan
COM00628.00,Keetac,Keewatin,,,Mine,Iron,"Iron, Iron ore pellets","Open pit, Pellet plant",,,,,,,United States of America
COM00629.00,Kelian,,,,Mine,Gold,Gold,,,,,,,,Indonesia
COM00630.00,Kemmerer,,,,Mine,Coal,Sub-bituminous coal,Surface,1950.0,,,,,,United States of America
COM00631.00,Kensington,,,,Mine,Gold,Gold,Underground,2010.0,,,,,,United States of America
COM00632.00,Kentobe,,,,Mine,Iron,Iron,Open pit,1983.0,,,,,,Kazakhstan
COM00633.00,Kestrel,,,,Mine,Coal,"Thermal coal, Hard coking coal",,,,,,,,Australia
COM00634.00,Kettle River,Kettle river - Buckhorn,,,Mine,Gold,Gold,,,2017.0,,,,,United States of America
COM00635.00,Kevitsa,,,,Mine,Nickel,"Nickel, Copper, Gold, Platinum, Palladium, Cobalt",Open pit,,,,,,,Finland
COM00636.00,Keystone,,,,Mine,Coal,"Coking coal, Thermal coal","Underground, Open pit",,,,,,,United States of America
COM00637.00,Khakas Aluminium Smelter,,,,Smelter,Processing,"Aluminium, Aluminium alloys",,2006.0,,,,,,Russian Federation
COM00638.00,Khumani,"Bruce 544, King 561, Mokaning 560, BKM Project,",,,Mine,Iron,Iron,Open pit,2008.0,,,,,,South Africa
COM00639.00,Khutala,,,,Mine,Coal,Thermal coal,,,,,,,,South Africa
COM00640.00,Khwezela,,,,Mine,Coal,Thermal coal,,,,,,,,South Africa
COM00641.00,Kia-Shaltyr,Kiya Shaltyr Nepheline Syenite,,,Mine,Other mine,Nepheline ore,Open pit,1963.0,,,,,,Russian Federation
COM00642.00,Kibali,,,,Mine,Gold,Gold,"Open pit, Underground",,,,,,,DR Congo
COM00643.00,Kidd,Kidd Creek,,,"Mine, Refinery",Copper,"Zinc, Copper, Silver, Refined Zinc",Underground,,,,,,,Canada
COM00644.00,Kideco,PT Kideco Jaya Agung,,,Mine,Coal,Sub-bituminous coal,Open pit,1982.0,,,,,509.21000000000004,Indonesia
COM00645.00,Kijang,,,,Mine,Aluminium,Bauxite,,,2009.0,,,,,Indonesia
COM00646.00,KIM BLOK,"PT Kuansing Inti Makmur dan Entitas Anak, KIM",,,Mine,Coal,Thermal coal,Open pit,,,,,,26.1,Indonesia
COM00647.00,Kindia,,,,Mine,Aluminium,Bauxite,,,,,,,,Guinea
COM00648.00,Kinsenda,,,,Mine,Copper,Copper,Underground,2018.0,,,,,,DR Congo
COM00649.00,Kinsevere,,,,Mine,Copper,"Copper, Copper cathode","Open pit, HMS, SX-EW",2007.0,,,,,,DR Congo
COM00650.00,Kintap,,,,Mine,Coal,Sub-bituminous coal,Open pit,,,,,,,Indonesia
COM00651.00,Kipoi,,,,Mine,Copper,"Copper, Copper cathode","Open pit, SX-EW plant",2011.0,,,,,,DR Congo
COM00652.00,Kiruna,"Division North, Northern Division",,,Mine,Iron,"Iron, Iron ore pellets",Underground,,,,,,,Sweden
COM00653.00,Kiselevsky,,,,Mine,Coal,Thermal coal,"Open pit, Underground",,,,,,,Russian Federation
COM00654.00,Kitimat,,,,Smelter,Processing,Aluminium,,1954.0,,,,,,Canada
COM00655.00,Kittila,,,,Mine,Gold,"Gold, Silver","Open pit, Underground",2009.0,,,,,,Finland
COM00656.00,Klipspruit,,,,Mine,Coal,Thermal coal,,,,,,,,South Africa
COM00657.00,Kloof,,,,Mine,Gold,Gold,"Underground, Open pit",,,,,,,South Africa
COM00658.00,KMAruda,,,,Mine,Iron,Iron ore,Underground,,,,,,,Russian Federation
COM00659.00,Knott County mines,Calvary,,,Mine,Coal,Coal,Underground,,,,,,,United States of America
COM00660.00,Kokkola,,,,Smelter,Processing,"Zinc, Zinc alloys",,,,,,,,Finland
COM00661.00,Kolomela,,,,Mine,Iron,Iron ore,,,,,,,,South Africa
COM00662.00,Kolwezi,"La Compagnie Minière de Musonoie Global SAS, Noyka",,,Mine,Copper,Copper,Open Pit,2017.0,,,,,3.36,DR Congo
COM00663.00,Komsomolets Donbassa,,,,Mine,Coal,Coal,Underground,,,,,,,Ukraine
COM00664.00,Koniambo,,,,Mine,Nickel,Nickel,,,,,,,,New Caledonia
COM00665.00,Koolan Island,,,,Mine,Iron,Iron ore,Open pit,1965.0,,,,,,Australia
COM00666.00,Koolyanobbing,"Mount Jackson, Windarling",,,Mine,Iron,"Iron, Iron ore lumps, Iron ore fines",Open pit,,,,,,,Australia
COM00667.00,Koornfontein,,,,Mine,Coal,Thermal coal,Underground,,,,,,,South Africa
COM00668.00,Kopanang,,,,Mine,Gold,Gold,,,,,,,,South Africa
COM00669.00,Korba,,,,"Refinery, Smelter",Processing,"Alumina, Aluminium, Aluminium ingot, wire rod, cold-rolled sheets, cold-rolled coils, hot-rolled sheets","Aluminium smelter, Alumina refinery, Continuous rod casters, ingot casting machine, hot rolling mill, cold rolling mill",,,,,,,India
COM00670.00,Korshunov,,,,Mine,Iron,Iron ore,Open pit,,,,,,,Russian Federation
COM00671.00,Kosmurun,,,,Mine,Copper,"Copper, Zinc, Gold, Silver",,,,,,,,Kazakhstan
COM00672.00,Kostromovskaya,OJSC Belon,,,Mine,Coal,Coking coal,Underground,2008.0,,,,,,Russian Federation
COM00673.00,Kounrad,Konyrat,,,Mine,Copper,"Copper, Gold, Silver",,,,,,,,Kazakhstan
COM00674.00,Kovdorskiy GOK,,,,Mine,Iron,"Iron ore, Phosphate",Open pit,,,,,,,Russian Federation
COM00675.00,Krasnodon Coal,"PrJSC Krasnodon Coal Company, Krasnodonvugillia",,,Mine,Coal,Coking coal,Underground,,,,,,,Ukraine
COM00676.00,Krasnogorsky,,,,Mine,Coal,"Thermal coal, Anthracite",Open pit,1954.0,,,,,25.2,Russian Federation
COM00677.00,Krasnoyarsk Aluminium Smelter,,,,Smelter,Processing,"Aluminium, Aluminium slabs, Aluminium ingots, Aluminium T-bars, Aluminium billets",,1964.0,,,,,,Russian Federation
COM00678.00,Krasnoyarskkraiugol,Krasnoyarskkraiugol OAO,,,Company,Coal,Coal,,,,,,,,Russian Federation
COM00679.00,Kriel,,,,Mine,Coal,Thermal coal,,,,,,,,South Africa
COM00680.00,Kroondal,,,,Mine,Other (poly)-metallic,PGM,Underground,,,,,,,South Africa
COM00681.00,Kryvyi Rih,"AMKR, Kirova, Kryvorizhstal, PJSC ArcelorMittal Kryvyi Rih, AM Kryvyi Rih",,,"Mine, Refinery, Smelter",Iron,"Iron, Steel, steel billets, rebars, wire rods, steel angles, merchant steel bar","Open pit, Underground, coke oven batteries, sintering plant, blast furnaces, basic oxygen converters, twin open hearth furnace, continuous billet caster, blooming mill, light section bar mill, wire rod mill",1933.0,,,,,,Ukraine
COM00682.00,KUBAL Aluminium Smelter,"Kubikenborg Aluminium AB, Kubikenborg Aluminium",,,Smelter,Processing,"Aluminium, Aluminium slabs, Aluminium billets",,1942.0,,,,,,Sweden
COM00683.00,Kundana,,,,Mine,Gold,Gold,Underground,,,,,,,Australia
COM00684.00,Kupol,,,,Mine,Gold,"Gold, Silver",Underground,,,,,,,Russian Federation
COM00685.00,Kuprinsky,,,,Mine,Coal,Thermal coal,Open pit,,,,,,,Russian Federation
COM00686.00,Kusheki,Kuu-Chekinsky,,,Mine,Coal,Coal,,,,,,,,Kazakhstan
COM00687.00,Kuzbassrazrezugol,,,,Mine,Coal,Coking coal,,,,,,,,Russian Federation
COM00688.00,Kwinana Alumina Refinery,,,,Refinery,Processing,Alumina,,,,,,,,Australia
COM00689.00,Kylylahti,,,,Mine,Copper,"Copper, Gold, Zinc, Nickel, Cobalt",Underground,,,,,,,Finland
COM00690.00,Kyzyl-Tash Turk,"Russia Longxing Co, Longxing",,,Mine,Zinc,"Zinc, Lead, Copper","Open Pit, Underground",2015.0,,,,,,Russian Federation
COM00691.00,KZN Sands,KwaZulu-Natal Sands,,,Mine,Iron,"Zircon, Rutile, Ilmenite",,,,,,,,South Africa
COM00692.00,La Arena,,,,Mine,Gold,Gold,"Open pit, Leaching plant",,,,,,308.57,Peru
COM00693.00,La Caridad,,,,"Mine, Smelter, Refinery",Copper,"Copper, Molybdenum, Copper Cathode, Silver","Open pit, SX-EW plant",1979.0,,,,,,Mexico
COM00694.00,La Coipa,,,,Mine,Gold,"Gold, Silver",,,,,,,,Chile
COM00695.00,La Colorada,,,,Mine,Silver,"Silver, Gold, Zinc, Lead","Underground, Oxide leach plant",1925.0,,,,,88.4,Mexico
COM00696.00,La India,,,,Mine,Gold,"Gold, Silver",Open pit,2014.0,,,,,,Mexico
COM00697.00,La Perla,"MINOSA, La Perla Unit",,,Mine,Other mine,Iron ore,Open pit,,,,,,,Mexico
COM00698.00,La Zanja,,,,Mine,Gold,"Gold, Silver","Open Pit, Carbon-in-column circuit, Merrill-Crowe circuit",2010.0,,,,,,Peru
COM00699.00,Lagunas Norte,,,,Mine,Gold,"Gold, Silver","Open pit, Heap leach",,,,,,,Peru
COM00700.00,Lake Erie Works,,,,"Refinery, Smelter",Processing,Steel,"Blast furnace, Coke battery",,,,,,,Canada
COM00701.00,Lalor,,,,Mine,Zinc,"Copper, Zinc, Gold, Silver",Underground,,,,,,,Canada
COM00702.00,Lanjigarh Alumina Refinery,,,,Refinery,Processing,Alumina,,2007.0,,,,,,India
COM00703.00,Lannemezan,,,,Smelter,Processing,Aluminium,,,2008.0,,,,,France
COM00704.00,Lanzhou Aluminum,Lanzhou Branch,,,Smelter,Processing,Aluminium,,,,,,,,China
COM00705.00,Lapa,,,,Mine,Gold,Gold,,2009.0,2018.0,,,,,Canada
COM00706.00,LaPlace,,,,"Smelter, Refinery",Processing,Steel,"Electric arc furnace, continuous caster, rolling mill",,,,,,,United States of America
COM00707.00,LaRonde Complex,LaRonde Division,,,Mine,Gold,"Gold, Silver, Zinc, Copper",Underground,1988.0,,,,,,Canada
COM00708.00,Las Bambas,,,,Mine,Copper,"Copper, Gold, Silver, Molybdenum",Open pit,,,,,,,Peru
COM00709.00,Las Truchas,,,,Mine,Iron,Iron,Open pit,1976.0,,,,,,Mexico
COM00710.00,Laterriere,,,,Smelter,Processing,"Aluminium, aluminium slab, remelt, molten metal",,1989.0,,,,,,Canada
COM00711.00,Lati,,,,Mine,Coal,Coal,Open pit,,,,,,,Indonesia
COM00712.00,Lawlers,,,,Mine,Gold,Gold,,,,,,,,Australia
COM00713.00,Lazaro Cardenas steel plant,"ArcelorMittal Mexico, ArcelorMittal Lázaro Cárdenas, AMLC, ArcelorMittal Las Truchas",,,"Smelter, Refinery",Processing,"Steel, steel slab","Pelletizer plant, direct reduced iron plant, electric arc furnace, continuous casting facilities, ladle furnace, coke oven, blast furnace, basic oxygen furnaces converters, rebar rolling mill, wire rod rolling mill",,,,,,,Mexico
COM00714.00,Lebedinsky GOK,LGOK,,,"Mine, Refinery",Iron,"Iron, Iron ore, Iron ore pellets, Hot briquetted Iron",Open pit,1972.0,,,,,,Russian Federation
COM00715.00,Leer,Tygart Valley,,,Mine,Coal,Metallurgical coal,Underground,2013.0,,,,,,United States of America
COM00716.00,Leer South/Sentinel,,,,Mine,Coal,Metallurgical coal,Underground,,,,,,,United States of America
COM00717.00,Leeuwpan,,,,Mine,Coal,Thermal coal,,,,,,,,South Africa
COM00718.00,Legnica metallurgical complex,,,,"Smelter, Refinery",Processing,"Copper, Copper cathodes, Lead, Sulphuric acid, Sulphate, Nickel Sulphate",,,,,,,,Poland
COM00719.00,Leinster,,,,Mine,Other (poly)-metallic,Nickel,"Open Pit, Underground",1979.0,,,,,,Australia
COM00720.00,Lennard Shelf,,,,Mine,Zinc,Nickel,,,,,,,,Australia
COM00721.00,Leonora,Leonora Operations,,,Mine,Gold,Gold,"Underground, Open pit, Carbon in Pulp circuit",2008.0,,,,,,Australia
COM00722.00,Liancheng Branch,,,,Smelter,Processing,Aluminium,,,,,,,,China
COM00723.00,Liberty,Liberty Fuels Company,,,Mine,Coal,Lignite,Surface,2013.0,2017.0,,,,,United States of America
COM00724.00,Lidell,Lidell Coal Operations,,,Mine,Coal,"Metallurgical coal, Thermal coal",Open pit,,,,,,,Australia
COM00725.00,Lihir,,,,Mine,Gold,"Gold, Silver",Open pit,,,,,,,Papua New Guinea
COM00726.00,Liliu,Liliu Mining Area,,,Mine,Coal,Coal,Underground,,,,,,,China
COM00727.00,Line Creek,,,,Mine,Coal,Coal,Surface,,,,,,,Canada
COM00728.00,Lisakovsk,"Lisakovski, Lisakowsk, Lisakovki",,,Mine,Iron,Iron,Open pit,1969.0,,,,,,Kazakhstan
COM00729.00,Lisheen,,,,Mine,Zinc,"Zinc, Lead",Underground,,2015.0,,,,,Ireland
COM00730.00,Lista Aluminium Smelter,,,,Smelter,Processing,Aluminium,,,,,,,,Norway
COM00731.00,Listvyazhnaya,,,,Mine,Coal,Thermal coal,Underground,,,,,,,Russian Federation
COM00732.00,LKAB Southern Division,"Division South, Southern Division",,,Mine,Iron,"Iron, Iron ore pellets","Open pit, Underground",,,,,,,Sweden
COM00733.00,Lobo Marte,,,,Mine,Other mine,Gold,,,,,,,,Chile
COM00734.00,Lochaber,,,,Smelter,Processing,Aluminium,,1929.0,,,,,,United Kingdom
COM00735.00,Logan County,Apogee,,,Mine,Coal,Thermal coal,Surface,,,,,,,United States of America
COM00736.00,Loma de Niquel,,,,Mine,Nickel,Nickel,,,,,,,,Venezuela
COM00737.00,Lomas Bayas,,,,Mine,Copper,"Copper, Silver",Open pit,,,,,,,Chile
COM00738.00,Lone Mountain,,,,Mine,Coal,"Thermal coal, Pulverized Coal Injection",Underground,,,,,,218.5326,United States of America
COM00739.00,Long Canyon,,,,Mine,Gold,Gold,"Open pit, Leaching plant",2016.0,,,,,,United States of America
COM00740.00,Longmen Aluminum,,,,Smelter,Processing,Aluminium,,,,,,,,China
COM00741.00,Longnan,Longnan Zijin,,,Mine,Gold,Gold,,,,,,,,China
COM00742.00,Longyu,,,,Mine,Other mine,"Thermal coal, Metallurgical coal",,,,,,,,China
COM00743.00,Lonshi,,,,Mine,Other (poly)-metallic,Copper,Open Pit,,2009.0,inactive,2008.0,,,DR Congo
COM00744.00,Los Bronces,,,,Mine,Copper,"Copper, Copper cathode",,,,,,,,Chile
COM00745.00,Los Colorados,Huasco Valley,,,Mine,Iron,Iron ore,,1998.0,,,,,,Chile
COM00746.00,Los Filos,,,,Mine,Gold,Gold,"Open pit, Underground",2008.0,,,,,,Mexico
COM00747.00,Los Pelambres,,,,Mine,Copper,"Copper, Molybdenum, Gold, Silver",,1999.0,,,,,,Chile
COM00748.00,Loulo - Gounkoto,,,,Mine,Other mine,Gold,"Open pit, Underground",2005.0,,,,,,Mali
COM00749.00,Lounge Lizard,,,,Mine,Nickel,Nickel,,,,,,,,Australia
COM00750.00,Loveridge,,,,Mine,Coal,"Thermal coal, Metallurgical coal",Underground,1956.0,,,,,,United States of America
COM00751.00,Lubambe,,,,Mine,Copper,Copper,Underground,2013.0,,,,,,Zambia
COM00752.00,Lubin,,,,Mine,Copper,"Copper, Silver, Lead, Gold",Underground,1972.0,,,,,,Poland
COM00753.00,Luchegorsky,"Far Eastern Generating Company OAO, luTEK, Luchegorsky Open Pit Mine, LUTEK OAO",,,Mine,Coal,Coal,Open pit,,,,,,,Russian Federation
COM00754.00,Lumwana,,,,Mine,Copper,Copper,Open pit,,,,,,,Zambia
COM00755.00,Luoyang,,,,Mine,Aluminium,Bauxite,"Open pit, Underground",,,active,2019.0,,,China
COM00756.00,Luyuangou,"Luoning Huatai, Luoning Huatai Mining Development Co",,,Mine,Gold,Gold,,,,,,,,China
COM00757.00,Lynemouth,,,,Smelter,Processing,Aluminium,,,2012.0,,,,,United Kingdom
COM00758.00,Macraes,,,,Mine,Gold,"Gold, Silver","Open pit, Underground, Pressure oxidation plant",1990.0,,,,,,New Zealand
COM00759.00,Mafube,,,,Mine,Coal,Thermal coal,,,,,,,,South Africa
COM00760.00,Mahanadi Coalfields Limited,MCL,,,Mine,Coal,Thermal coal,"Open pit, Underground",,,,,,,India
COM00761.00,Mahoning Valley,,,,Mine,Coal,Coal,Surface,,,,,,,United States of America
COM00762.00,Mainpat,,,,Mine,Aluminium,"Bauxite, Alumina",Open pit,1993.0,,,,,6.39,India
COM00763.00,Mallay,,,,Mine,Silver,"Silver, Lead, Zinc, Gold",,2012.0,,,,,,Peru
COM00764.00,Maly Kuybas,,,,Mine,Iron,Iron ore,Open pit,,,,,,,Russian Federation
COM00765.00,Mamahak,,,,Mine,Coal,Bituminous coal,,,,,,,,Indonesia
COM00766.00,Manantial Espejo,,,,Mine,Gold,"Gold, Silver","Open pit, Underground, leaching plant, Merrill Crowe plant",2008.0,,,,,,Argentina
COM00767.00,Mandalong,,,,Mine,Coal,Coal,Underground,,,,,,,Australia
COM00768.00,Mangoola,,,,Mine,Coal,Thermal coal,Open pit,2011.0,,,,,,Australia
COM00769.00,Mantos Blancos,,,,Mine,Copper,"Copper, Copper cathode",,,,,,,,Chile
COM00770.00,Mantoverde,,,,Mine,Copper,"Copper, Copper cathode",,,,,,,,Chile
COM00771.00,Manzanillo,"MINOSA, Manzanillo Unit",,,Mine,Iron,Iron ore,,,2015.0,,,,,Mexico
