facility_id,facility_name,facility_other_names,sub_site_name,sub_site_other_names,facility_type,primary_commodity,commodities_products,facility_equipment,production_start,production_end,activity_status,activity_status_year,surface_area_sq_km,concession_area_sq_km,country
COM00627.01,Kazzinc,,Altyntau Kokshetau,,Mine,Zinc,Gold,,2009.0,,,,,,Kazakhstan
COM00627.05,Kazzinc,,Dolinny,,Mine,Zinc,,,2015.0,,,,,,Kazakhstan
COM00627.08,Kazzinc,,Maleevsky,Altay concentrator,Mine,Zinc,"Copper, Zinc, Lead, Gold, Silver",Underground,2000.0,,,,,,Kazakhstan
COM00636.01,Keystone,,Mine 58,,Mine,Coal,Coal,Underground,1998.0,,,,,,United States of America
COM00636.02,Keystone,,Mine 65,,Mine,Coal,Coal,Underground,1998.0,,,,,,United States of America
COM00636.03,Keystone,,Pocahontas No. 11 Contour and Auger No. 2,,Mine,Coal,Coal,Open pit,2013.0,,,,,,United States of America
COM00670.01,Korshunov,,Korshunovsky,,Mine,Iron,Iron ore,Open pit,1965.0,,,,,4.3,Russian Federation
COM00670.02,Korshunov,,Rudnogorsky,,Mine,Iron,Iron ore,Open pit,1984.0,,,,,5.3,Russian Federation
COM00670.03,Korshunov,,Tatyaninsky,,Mine,Iron,Iron ore,Open pit,1986.0,,,,,1.3,Russian Federation
COM00672.01,Kostromovskaya,,Kostromovskaya,,Mine,Coal,Coking coal,Underground,2008.0,,,,,,Russian Federation
COM00672.02,Kostromovskaya,,Chertinskaya-Koksovaya,,Mine,Coal,Coking coal,Underground,2018.0,,,,,,Russian Federation
COM00678.01,Krasnoyarskkraiugol,,Sayano-Partizanskiy,,Mine,Coal,Coal,Open pit,1991.0,,,,,,Russian Federation
COM00707.02,LaRonde Complex,,LaRonde Zone 5,"Bousquet Zone 5, LZ5",Mine,Gold,Gold,,2017.0,,,,,,Canada
COM00721.01,Leonora,,King of the Hills,,Mine,Gold,Gold,Underground,2011.0,2016.0,,,,,Australia
COM00721.02,Leonora,,Gwalia,,Mine,Gold,Gold,"Underground, Open pit",2008.0,,,,,,Australia
COM00774.01,Mariana,,Alegria,,Mine,Iron,Iron,Open pit,2000.0,,,,,,Brazil
COM00774.02,Mariana,,Fabrica Nova,,Mine,Iron,Iron,Open pit,2005.0,,,,,,Brazil
COM00774.03,Mariana,,Fazendao,,Mine,Iron,Iron,Open pit,1976.0,,,,,,Brazil
COM00774.04,Mariana,,Timbopeba,,Mine,Iron,Iron,Open pit,1984.0,,,,,,Brazil
COM00774.05,Mariana,,Capanema/Ouro Fino,,Mine,Iron,Iron,Open pit,1982.0,,,,,,Brazil
COM00793.02,MetCoal,,Lampunut,,Mine,Coal,Coal,,2019.0,,,,,,Indonesia
COM00795.01,Mettiki Complex,,Mountain View,,Mine,Coal,Coal,Underground,2006.0,,,,,,United States of America
COM00810.02,Miguel Burnier,,Varzea do Lopes,Várzea do Lopes Complex,Mine,Iron,Iron ore,Open pit,2009.0,,,,,,Brazil
COM00818.01,Minas Centrais,,Agua Limpa,Agua Limpa/Cururu,Mine,Iron,Iron,Open pit,2000.0,,,,,,Brazil
COM00818.02,Minas Centrais,,Gongo Soco,,Mine,Iron,Iron,Open pit,2000.0,,,,,,Brazil
COM00818.03,Minas Centrais,,Brucutu,,Mine,Iron,Iron,Open pit,1994.0,,,,,,Brazil
COM00818.04,Minas Centrais,,Corrego do Meio,,Mine,Iron,Iron,Open pit,2000.0,,,,,,Brazil
COM00852.03,Mount Goldsworthy,,Mining Area C,,Mine,Iron,Iron,Open pit,2003.0,,,,,,Australia
COM00864.04,Mt Magnet,,Kathleen Valley,,Mine,Gold,Gold,,2016.0,,,,,,Australia
COM00914.01,North Eastern Coalfields,,Tikak,"Tikak East, Tikak West",Mine,Coal,Coal,"Open pit, Underground",1986.0,,,,,,India
COM00914.02,North Eastern Coalfields,,Tirap,,Mine,Coal,Coal,Open pit,1983.0,,,,,,India
COM00918.01,Northern Coalfields Limited,,Amlohri,,Mine,Coal,Coal,,1987.0,,,,,,India
COM00955.01,Pampa Norte,,Spence,,Mine,Copper,Copper,Open pit,2006.0,,,,,,Chile
COM00962.01,Paraopeba,,Jangada,,Mine,Iron,Iron,Open pit,2001.0,,,,,,Brazil
COM00962.02,Paraopeba,,Corrego do Feijao,,Mine,Iron,Iron,Open pit,2003.0,,,,,,Brazil
COM00962.03,Paraopeba,,Capao Xavier,,Mine,Iron,Iron,Open pit,2004.0,,,,,,Brazil
COM00974.01,Pennsylvania Mining Complex,,Bailey Prep plant,,Mine,Coal,Metallurgical coal,Underground,1984.0,,,,,,United States of America
COM00974.03,Pennsylvania Mining Complex,,Enlow Fork,,Mine,Coal,Metallurgical coal,Underground,1989.0,,,,,,United States of America
COM00974.04,Pennsylvania Mining Complex,,Harvey,,Mine,Coal,Metallurgical coal,Underground,2013.0,,,,,,United States of America
COM00989.02,Pinnacle Complex,,Green Ridge,,Mine,Coal,Metallurgical coal,Underground,2004.0,2012.0,,,,,United States of America
COM01028.01,PT Central Omega Resources Tbk,,PT Mulia Pacifc Resources,MPR,Mine,Other (poly)-metallic,Nickel,,2011.0,,,,,47.800000000000004,Indonesia
COM01028.02,PT Central Omega Resources Tbk,,PT Itamatra Nusantara,IMN,Mine,Other (poly)-metallic,Nickel,,2013.0,,,,,9.74,Indonesia
COM01028.03,PT Central Omega Resources Tbk,,Bumi Konawe Abadi,BKA,Mine,Other (poly)-metallic,Nickel,,2011.0,,,,,4.386,Indonesia
COM01049.01,PT Tuah Turangga Agung,,PT Asmin Bara Bronang,"ABB, Asmin Bara Jaan, ABJ",Mine,Coal,Thermal coal,,2013.0,,,,,,Indonesia
COM01049.02,PT Tuah Turangga Agung,,PT Telen Orbit Prima,"TOP, PT Tuah Turangga Agung",Mine,Coal,Thermal coal,,2010.0,,,,,,Indonesia
COM01049.03,PT Tuah Turangga Agung,,PT Kadya Caraka Mulia,KCM,Mine,Coal,Thermal coal,,2007.0,,,,,,Indonesia
COM01049.04,PT Tuah Turangga Agung,,PT Suprabari Mapanindo Mineral,SMM,Mine,Coal,Coking coal,,2014.0,,,,,,Indonesia
COM01049.05,PT Tuah Turangga Agung,,PT Prima Multi Mineral,PMM,Mine,Coal,Thermal coal,,2007.0,,,,,,Indonesia
COM01049.06,PT Tuah Turangga Agung,,PT Duta Nurcahya,"DN, Duta Sejahtera, DS",Mine,Coal,Thermal coal,,2013.0,,,,,,Indonesia
COM01053.01,Puna,,Pirquitas,,Mine,Silver,,,2009.0,,,,,,Argentina
COM01053.02,Puna,,Chinchillas,,Mine,Silver,,Open pit,2018.0,,,,,,Argentina
COM01061.01,Rajpura Dariba,,Sindesar Khurd,,Mine,Zinc,"Lead, Zinc",Underground,2006.0,,,,,,India
COM01064.01,Raspadskaya,,Raspadskaya,,Mine,Coal,Metallurgical coal,Underground,1973.0,,,,,,Russian Federation
COM01064.02,Raspadskaya,,Razrez Raspadsky,Raspadsky,Mine,Coal,Metallurgical coal,Open pit,2004.0,,,,,,Russian Federation
COM01064.04,Raspadskaya,,Raspadskaya-Koksovaya,,Mine,Coal,Metallurgical coal,Underground,2003.0,,,,,,Russian Federation
COM01074.03,Red Lake,,Cochenour,,Mine,Gold,Gold,Underground,2014.0,,,,,,Canada
COM01124.01,San Luis Potosi Complex,,San Luis Potosi Smelter,,Smelter,Processing,,,1925.0,2010.0,,,,,Mexico
COM01124.02,San Luis Potosi Complex,,San Luis Potosi Refinery,,Refinery,Processing,,,1982.0,,,,,,Mexico
COM01238.01,SUEK Primorye,,Nekkovy,,Mine,Coal,Hard coal,Open pit,2017.0,,,,,,Russian Federation
COM01244.02,Sycamore and Imperial,,Imperial,,Mine,Coal,"Metallurgical coal, Thermal coal",,2006.0,2012.0,,,,,United States of America
COM01244.04,Sycamore and Imperial,,Sago,,Mine,Coal,Coal,Underground,1999.0,,,,,,United States of America
COM01295.01,Tritton,,Tritton,,Mine,Copper,Copper,Underground,2004.0,,,,,,Australia
COM01295.02,Tritton,,Murrawombie,,Mine,Copper,Copper,"Open pit, Underground",2016.0,,,,,,Australia
COM01329.01,Vargem Grande,,Tamandua,,Mine,Iron,Iron,Open pit,1993.0,,,,,,Brazil
COM01329.02,Vargem Grande,,Capitao do Mato,,Mine,Iron,Iron,Open pit,1997.0,,,,,,Brazil
COM01329.03,Vargem Grande,,Aboboras,,Mine,Iron,Iron,Open pit,2004.0,,,,,,Brazil
COM01354.02,Watagan,,Austar,,Mine,Coal,semi-hard coking coal,,2006.0,,,,,,Australia
COM01389.01,Yancoal International,,Cameby Downs,,Mine,Coal,Thermal coal,Open pit,2010.0,,,,,,Australia
COM01389.02,Yancoal International,,Premier,,Mine,Coal,Thermal coal,Open pit,1996.0,,,,,,Australia
COM01394.01,Yanzhou Shandong Area,,Nantun,,Mine,Coal,Thermal coal,Underground,1973.0,,,,,,China
COM01394.02,Yanzhou Shandong Area,,Xinglongzhuang,,Mine,Coal,Thermal coal,Underground,1981.0,,,,,,China
COM01394.03,Yanzhou Shandong Area,,Baodian,,Mine,Coal,Thermal coal,Underground,1986.0,,,,,,China
COM01394.04,Yanzhou Shandong Area,,Dongtan,,Mine,Coal,Thermal coal,Underground,1989.0,,,,,,China
COM01394.05,Yanzhou Shandong Area,,Jining No. 2,,Mine,Coal,Thermal coal,Underground,1997.0,,,,,,China
COM01394.06,Yanzhou Shandong Area,,Jining No. 3,,Mine,Coal,Thermal coal,Underground,2000.0,,,,,,China
COM01401.01,Yilgarn Project,,Carina,,Mine,Iron,Iron,Open pit,2011.0,2018.0,,,,,Australia
COM01402.01,Yintai Inner Mongolia,,Suancigou,,Mine,Coal,Coal,Underground,2008.0,,,,,,China
COM01402.02,Yintai Inner Mongolia,,Nalinmiao No. 2 Mine,,Mine,Coal,Coal,Underground,2006.0,,,,,,China
COM01402.03,Yintai Inner Mongolia,,Nalinmiao No. 1 Mine,,Mine,Coal,Coal,Open pit,2008.0,,,,,,China
COM01402.04,Yintai Inner Mongolia,,Hongjingta No. 1 Mine,,Mine,Coal,Coal,Underground,2007.0,,,,,,China
COM01402.05,Yintai Inner Mongolia,,Kaida,,Mine,Coal,Coal,Underground,2008.0,,,,,,China
COM01402.06,Yintai Inner Mongolia,,Dadijing,,Mine,Coal,Coal,Underground,2008.0,,,,,,China
COM01402.07,Yintai Inner Mongolia,,Baoshan,,Mine,Coal,Coal,Underground,2007.0,,,,,,China
COM01402.08,Yintai Inner Mongolia,,Tongda,Dingjiaqu,Mine,Coal,Coal,Underground,2008.0,,,,,,China
COM01402.10,Yintai Inner Mongolia,,Talahao,,Mine,Coal,Coal,Underground,2016.0,,,,,,China
COM01407.01,Yuzhkuzbassugol,,Alardinskaya,,Mine,Coal,Metallurgical coal,Underground,1957.0,,,,,,Russian Federation
COM01407.02,Yuzhkuzbassugol,,Essaulskaya,Yesaulskaya,Mine,Coal,Metallurgical coal,Underground,1984.0,,,,,,Russian Federation
COM01407.03,Yuzhkuzbassugol,,Osinnikovskaya,,Mine,Coal,Metallurgical coal,Underground,1933.0,,,,,,Russian Federation
COM01407.04,Yuzhkuzbassugol,,Uskovskaya,,Mine,Coal,Metallurgical coal,Underground,2002.0,,,,,,Russian Federation
COM01407.05,Yuzhkuzbassugol,,Yerunakovskaya-VIII,Yerunakovskaya-8,Mine,Coal,Metallurgical coal,Underground,2013.0,,,,,,Russian Federation
