id,facility_id,year,material,commodity,mineral_value_tonnes,commodity_value_tonnes,grade_ppm,source_id,comment
321,COM00488.00,2016,O.Au,Me.Au,82361000.0,,,filled,
321,COM00488.00,2018,O.Au,Me.Au,75000000.0,261.146356035,3.8221202666666665,,
322,COM00489.00,2000,F.coc,,797043000.0,,,filled,
322,COM00489.00,2001,F.coc,,787116000.0,,,filled,
322,COM00489.00,2002,F.coc,,775890000.0,,,filled,
322,COM00489.00,2003,F.coc,,764936000.0,,,filled,
322,COM00489.00,2004,F.coc,,754671000.0,,,filled,
322,COM00489.00,2005,F.coc,,743794000.0,,,filled,
322,COM00489.00,2006,F.coc,,730488000.0,,,filled,
322,COM00489.00,2007,F.coc,,715954000.0,,,filled,
322,COM00489.00,2008,F.coc,,701250000.0,,,filled,
322,COM00489.00,2009,F.coc,,689176000.0,,,filled,
322,COM00489.00,2010,F.coc,,675806000.0,,,filled,
322,COM00489.00,2011,F.coc,,662470000.0,,,filled,
322,COM00489.00,2012,F.coc,,651752000.0,,,filled,
322,COM00489.00,2013,F.coc,,641746000.0,,,filled,
322,COM00489.00,2014,F.coc,,629304000.0,,,filled,
322,COM00489.00,2015,F.coc,,614644000.0,,,filled,
322,COM00489.00,2016,F.coc,,597624000.0,,,filled,
322,COM00489.00,2017,F.coc,,579632000.0,,,filled,
322,COM00489.00,2018,F.coc,,564922000.0,,,filled,
322,COM00489.00,2019,F.coc,,549000000.0,,,,
323,COM00490.00,2018,O.Au,Me.Ag,1400000.0,15.308742490200002,12.0,,
324,COM00490.00,2018,O.Au,Me.Au,1400000.0,10.4893235581,8.1,,
325,COM00491.00,2008,O.Al,Me.Al2O3,220156000.0,,,filled,
325,COM00491.00,2009,O.Al,Me.Al2O3,213911000.0,,,filled,
325,COM00491.00,2010,O.Al,Me.Al2O3,206726000.0,,,filled,
325,COM00491.00,2011,O.Al,Me.Al2O3,199536000.0,,,filled,
325,COM00491.00,2012,O.Al,Me.Al2O3,192290000.0,,,filled,
325,COM00491.00,2013,O.Al,Me.Al2O3,184346000.0,,,filled,
325,COM00491.00,2014,O.Al,Me.Al2O3,176317000.0,,,filled,
325,COM00491.00,2015,O.Al,Me.Al2O3,169789000.0,,,filled,
325,COM00491.00,2016,O.Al,Me.Al2O3,162292000.0,,,filled,
325,COM00491.00,2017,O.Al,Me.Al2O3,153201000.0,,,filled,
325,COM00491.00,2018,O.Al,Me.Al2O3,142000000.0,,,,
326,COM00492.00,2018,O.Au,Me.Au,124921568.62745096,97.83364844862746,0.86,,
327,COM00495.00,2012,O.Au,Me.Au,34795000.0,0.001530874242,52.90021016058,,
328,COM00499.00,2017,F.coal,,21200000.0,,,filled,
328,COM00499.00,2018,F.coal,,20700000.0,,,filled,
328,COM00499.00,2019,F.coal,,20000000.0,,,,
329,COM00501.00,2003,F.stc,,79090700.0,,,filled,
329,COM00501.00,2004,F.stc,,76378300.0,,,filled,
329,COM00501.00,2005,F.stc,,73623500.0,,,filled,
329,COM00501.00,2006,F.stc,,70893500.0,,,filled,
329,COM00501.00,2007,F.stc,,68115400.0,,,filled,
329,COM00501.00,2008,F.stc,,64800500.0,,,filled,
329,COM00501.00,2009,F.stc,,61399400.0,,,filled,
329,COM00501.00,2010,F.stc,,58104800.0,,,filled,
329,COM00501.00,2011,F.stc,,54679800.0,,,filled,
329,COM00501.00,2012,F.stc,,51826700.0,,,filled,
329,COM00501.00,2013,F.stc,,48943500.0,,,filled,
329,COM00501.00,2014,F.stc,,45674000.0,,,filled,
329,COM00501.00,2015,F.stc,,42049900.0,,,filled,
329,COM00501.00,2016,F.stc,,38173300.0,,,filled,
329,COM00501.00,2017,F.stc,,34228000.0,,,filled,
329,COM00501.00,2018,F.stc,,30397600.0,,,filled,
329,COM00501.00,2019,F.stc,,25945900.0,,,filled,
329,COM00501.00,2020,F.stc,,21100000.0,,,,
330,COM00502.00,2000,F.coc,,88444000.0,,,filled,
330,COM00502.00,2001,F.coc,,83566000.0,,,filled,
330,COM00502.00,2002,F.coc,,78476000.0,,,filled,
330,COM00502.00,2003,F.coc,,73596000.0,,,filled,
330,COM00502.00,2004,F.coc,,68546000.0,,,filled,
330,COM00502.00,2005,F.coc,,62828000.0,,,filled,
330,COM00502.00,2006,F.coc,,57404000.0,,,filled,
330,COM00502.00,2007,F.coc,,52184000.0,,,filled,
330,COM00502.00,2008,F.coc,,47260000.0,,,filled,
330,COM00502.00,2009,F.coc,,43040000.0,,,filled,
330,COM00502.00,2010,F.coc,,37516000.0,,,filled,
330,COM00502.00,2011,F.coc,,32720000.0,,,filled,
330,COM00502.00,2012,F.coc,,27286000.0,,,filled,
330,COM00502.00,2013,F.coc,,24464000.0,,,filled,
330,COM00502.00,2014,F.coc,,19418000.0,,,filled,
330,COM00502.00,2015,F.coc,,13488000.0,,,filled,
330,COM00502.00,2016,F.coc,,6900000.0,,,,
331,COM00505.00,2015,F.coc,,91611400.0,,,filled,
331,COM00505.00,2016,F.coc,,91111600.0,,,filled,
331,COM00505.00,2017,F.coc,,89352600.0,,,filled,
331,COM00505.00,2018,F.coc,,87285400.0,,,filled,
331,COM00505.00,2019,F.coc,,83521900.0,,,filled,
331,COM00505.00,2020,F.coc,,78800000.0,,,,
332,COM00507.00,2012,O.bulk,Me.Ag,3875681.0,,,filled,
332,COM00507.00,2013,O.bulk,Me.Ag,3488649.0,,,filled,
332,COM00507.00,2014,O.bulk,Me.Ag,3131872.0,,,filled,
332,COM00507.00,2015,O.bulk,Me.Ag,2674077.0,,,filled,
332,COM00507.00,2016,O.bulk,Me.Ag,2243597.0,,,filled,
332,COM00507.00,2017,O.bulk,Me.Ag,1741340.0,,,filled,
332,COM00507.00,2018,O.bulk,Me.Ag,1034481.0,,,filled,
332,COM00507.00,2019,O.bulk,Me.Ag,739000.0,14.1747615,21.0,,
333,COM00507.00,2019,O.bulk,Me.Au,739000.0,3.657088467,5.4,,
334,COM00508.00,2017,O.bulk,Me.Au,22500000.0,,,,
335,COM00508.00,2017,O.bulk,Me.Cu,22500000.0,,,,
336,COM00509.00,2002,O.Al,Me.Al2O3,54931800.0,,,filled,
336,COM00509.00,2003,O.Al,Me.Al2O3,54592800.0,,,filled,
336,COM00509.00,2004,O.Al,Me.Al2O3,54393800.0,,,filled,
336,COM00509.00,2005,O.Al,Me.Al2O3,54226500.0,,,filled,
336,COM00509.00,2008,O.Al,Me.Al2O3,54050500.0,,,filled,
336,COM00509.00,2009,O.Al,Me.Al2O3,53163200.0,,,filled,
336,COM00509.00,2010,O.Al,Me.Al2O3,52388800.0,,,filled,
336,COM00509.00,2011,O.Al,Me.Al2O3,51564800.0,,,filled,
336,COM00509.00,2012,O.Al,Me.Al2O3,50503000.0,,,filled,
336,COM00509.00,2013,O.Al,Me.Al2O3,49693000.0,,,filled,
336,COM00509.00,2014,O.Al,Me.Al2O3,48613000.0,,,filled,
336,COM00509.00,2015,O.Al,Me.Al2O3,47962000.0,,,filled,
336,COM00509.00,2016,O.Al,Me.Al2O3,46650000.0,,,filled,
336,COM00509.00,2017,O.Al,Me.Al2O3,45182000.0,,,filled,
336,COM00509.00,2018,O.Al,Me.Al2O3,43772000.0,,,filled,
336,COM00509.00,2019,O.Al,Me.Al2O3,41680000.0,,,,
337,COM00509.00,2019,O.Al,Nm.SiO2,41680000.0,,,,
338,COM00512.00,2006,F.coal,,73536000.0,,,filled,
338,COM00512.00,2007,F.coal,,72828000.0,,,filled,
338,COM00512.00,2008,F.coal,,71440000.0,,,filled,
338,COM00512.00,2009,F.coal,,69939000.0,,,filled,
338,COM00512.00,2010,F.coal,,68037000.0,,,filled,
338,COM00512.00,2011,F.coal,,65596000.0,,,filled,
338,COM00512.00,2012,F.coal,,62976000.0,,,filled,
338,COM00512.00,2013,F.coal,,59847000.0,,,filled,
338,COM00512.00,2014,F.coal,,56131000.0,,,filled,
338,COM00512.00,2015,F.coal,,52613000.0,,,filled,
338,COM00512.00,2016,F.coal,,49537000.0,,,filled,
338,COM00512.00,2017,F.coal,,45856000.0,,,filled,
338,COM00512.00,2018,F.coal,,42094000.0,,,filled,
338,COM00512.00,2019,F.coal,,38372000.0,,,filled,
338,COM00512.00,2020,F.coal,,35000000.0,,,,
339,COM00513.00,2019,F.coal,,42000000.0,,,,
340,COM00514.00,2003,F.coal,,12426621.0,,,filled,
340,COM00514.00,2004,F.coal,,12040482.0,,,filled,
340,COM00514.00,2005,F.coal,,11656330.0,,,filled,
340,COM00514.00,2006,F.coal,,11020599.0,,,filled,
340,COM00514.00,2007,F.coal,,10214765.0,,,filled,
340,COM00514.00,2008,F.coal,,9411795.0,,,filled,
340,COM00514.00,2009,F.coal,,8568421.0,,,filled,
340,COM00514.00,2010,F.coal,,7892639.999999999,,,,
341,COM00515.00,2017,F.coal,,142000000.0,,,,
341,COM00515.00,2018,F.coal,,135453143.0,,,filled,
341,COM00515.00,2019,F.coal,,126679143.0,,,filled,
342,COM00516.00,2017,O.Au,Me.Au,52990000.0,,,filled,
342,COM00516.00,2018,O.Au,Me.Au,50280000.0,,,filled,
342,COM00516.00,2019,O.Au,Me.Au,47500000.0,80.79614092050001,1.8725263157894736,,
343,COM00517.00,2016,O.Au,Me.Au,1826221.0,,,filled,
343,COM00517.00,2017,O.Au,Me.Au,1749584.0,,,filled,
343,COM00517.00,2018,O.Au,Me.Au,1529069.0,,,filled,
343,COM00517.00,2019,O.Au,Me.Au,1272486.0,,,filled,
343,COM00517.00,2020,O.Au,Me.Au,1023000.0,4.25242845,4.6,,
344,COM00518.00,2001,O.Fe,Me.Fe,202230000.0,,,filled,
344,COM00518.00,2002,O.Fe,Me.Fe,191142000.0,,,filled,
344,COM00518.00,2003,O.Fe,Me.Fe,180548000.0,,,filled,
344,COM00518.00,2004,O.Fe,Me.Fe,170201000.0,,,filled,
344,COM00518.00,2005,O.Fe,Me.Fe,160442000.0,,,filled,
344,COM00518.00,2006,O.Fe,Me.Fe,151798000.0,,,filled,
344,COM00518.00,2007,O.Fe,Me.Fe,142000000.0,,,filled,
344,COM00518.00,2008,O.Fe,Me.Fe,131451000.0,,,filled,
344,COM00518.00,2009,O.Fe,Me.Fe,121069000.0,,,filled,
344,COM00518.00,2010,O.Fe,Me.Fe,110028000.0,,,filled,
344,COM00518.00,2011,O.Fe,Me.Fe,99012000.0,,,filled,
344,COM00518.00,2012,O.Fe,Me.Fe,87997000.0,,,filled,
344,COM00518.00,2013,O.Fe,Me.Fe,77050000.0,,,filled,
344,COM00518.00,2014,O.Fe,Me.Fe,66003000.0,,,filled,
344,COM00518.00,2015,O.Fe,Me.Fe,55090000.0,,,filled,
344,COM00518.00,2016,O.Fe,Me.Fe,44529000.0,,,filled,
344,COM00518.00,2017,O.Fe,Me.Fe,34798000.0,,,filled,
344,COM00518.00,2018,O.Fe,Me.Fe,24000000.0,,,,
345,COM00519.00,2004,O.Fe,Me.Fe,123126000.0,,,filled,
345,COM00519.00,2005,O.Fe,Me.Fe,120156000.0,,,filled,
345,COM00519.00,2006,O.Fe,Me.Fe,113597000.0,,,filled,
345,COM00519.00,2007,O.Fe,Me.Fe,105382000.0,,,filled,
345,COM00519.00,2008,O.Fe,Me.Fe,98450000.0,,,filled,
345,COM00519.00,2009,O.Fe,Me.Fe,90264000.0,,,filled,
345,COM00519.00,2010,O.Fe,Me.Fe,80946000.0,,,filled,
345,COM00519.00,2011,O.Fe,Me.Fe,71740000.0,,,filled,
345,COM00519.00,2012,O.Fe,Me.Fe,62355000.0,,,filled,
345,COM00519.00,2013,O.Fe,Me.Fe,53052000.0,,,filled,
345,COM00519.00,2018,O.Fe,Me.Fe,43000000.0,,,,
346,COM00520.00,2001,O.Fe,Me.Fe,4400831000.0,,,filled,
346,COM00520.00,2002,O.Fe,Me.Fe,4342003000.0,,,filled,
346,COM00520.00,2003,O.Fe,Me.Fe,4284440000.0,,,filled,
346,COM00520.00,2004,O.Fe,Me.Fe,4221384000.0,,,filled,
346,COM00520.00,2005,O.Fe,Me.Fe,4155977000.0,,,filled,
346,COM00520.00,2006,O.Fe,Me.Fe,4081590000.0,,,filled,
346,COM00520.00,2007,O.Fe,Me.Fe,4002382000.0,,,filled,
346,COM00520.00,2008,O.Fe,Me.Fe,3907815000.0,,,filled,
346,COM00520.00,2009,O.Fe,Me.Fe,3812262000.0,,,filled,
346,COM00520.00,2010,O.Fe,Me.Fe,3705454000.0,,,filled,
346,COM00520.00,2011,O.Fe,Me.Fe,3592748000.0,,,filled,
346,COM00520.00,2012,O.Fe,Me.Fe,3471223000.0,,,filled,
346,COM00520.00,2013,O.Fe,Me.Fe,3344593000.0,,,filled,
346,COM00520.00,2014,O.Fe,Me.Fe,3201246000.0,,,filled,
346,COM00520.00,2015,O.Fe,Me.Fe,3038083000.0,,,filled,
346,COM00520.00,2016,O.Fe,Me.Fe,2848662000.0,,,filled,
346,COM00520.00,2017,O.Fe,Me.Fe,2642760000.0,,,filled,
346,COM00520.00,2018,O.Fe,Me.Fe,2436000000.0,,,,
347,COM00521.00,2015,F.coal,,501863040.0,,,filled,
347,COM00521.00,2016,F.coal,,499413600.0,,,filled,
347,COM00521.00,2017,F.coal,,496692000.0,,,filled,
347,COM00521.00,2018,F.coal,,491158080.0,,,filled,
347,COM00521.00,2019,F.coal,,485442720.0,,,,
348,COM00526.00,2017,F.sbc,,11614881.6,,,,
349,COM00527.00,2003,F.stc,,51004144.0,,,filled,
349,COM00527.00,2004,F.stc,,47270004.0,,,filled,
349,COM00527.00,2005,F.stc,,43661128.0,,,filled,
349,COM00527.00,2006,F.stc,,40547479.0,,,filled,
349,COM00527.00,2007,F.stc,,37181836.0,,,filled,
349,COM00527.00,2008,F.stc,,33671916.0,,,filled,
349,COM00527.00,2009,F.stc,,29992427.0,,,filled,
349,COM00527.00,2010,F.stc,,26663383.0,,,filled,
349,COM00527.00,2011,F.stc,,23545329.0,,,filled,
349,COM00527.00,2012,F.stc,,20865600.0,,,filled,
349,COM00527.00,2013,F.stc,,18960480.0,,,,
350,COM00529.00,2002,O.Au,Me.Au,31929000.0,,,filled,
350,COM00529.00,2003,O.Au,Me.Au,30023000.0,,,filled,
350,COM00529.00,2004,O.Au,Me.Au,28052000.0,,,filled,
350,COM00529.00,2005,O.Au,Me.Au,26033000.0,,,filled,
350,COM00529.00,2018,O.Au,Me.Au,24102000.0,54.544482252,2.48,,
351,COM00530.00,2019,,Me.Mo,67000000.0,,,,
352,COM00531.00,2007,O.Au,Me.Au,626000.0,4.195729404000001,6.69048745868,,
353,COM00532.00,2018,O.Fe,Me.Fe,207200000.0,,,,
354,COM00534.00,2011,O.Fe,Me.Fe,362700000.0,,,filled,
354,COM00534.00,2012,O.Fe,Me.Fe,333900000.0,,,filled,
354,COM00534.00,2013,O.Fe,Me.Fe,304400000.0,,,filled,
354,COM00534.00,2014,O.Fe,Me.Fe,276300000.0,,,filled,
354,COM00534.00,2015,O.Fe,Me.Fe,249000000.0,,,filled,
354,COM00534.00,2016,O.Fe,Me.Fe,219200000.0,,,filled,
354,COM00534.00,2017,O.Fe,Me.Fe,188500000.0,,,filled,
354,COM00534.00,2018,O.Fe,Me.Fe,160200000.0,,,filled,
354,COM00534.00,2019,O.Fe,Me.Fe,131000000.0,,,,
355,COM00538.00,2000,O.Cu,Me.Cu,1421315000.0,,,filled,
355,COM00538.00,2001,O.Cu,Me.Cu,1336303000.0,,,filled,
355,COM00538.00,2002,O.Cu,Me.Cu,1257417000.0,,,filled,
355,COM00538.00,2003,O.Cu,Me.Cu,1181435000.0,,,filled,
355,COM00538.00,2004,O.Cu,Me.Cu,1113941000.0,,,filled,
355,COM00538.00,2005,O.Cu,Me.Cu,1048104000.0,,,filled,
355,COM00538.00,2006,O.Cu,Me.Cu,997438000.0,,,filled,
355,COM00538.00,2007,O.Cu,Me.Cu,952082000.0,,,filled,
355,COM00538.00,2010,O.Cu,Me.Cu,909489000.0,,,filled,
355,COM00538.00,2011,O.Cu,Me.Cu,867001000.0,,,filled,
355,COM00538.00,2012,O.Cu,Me.Cu,824717000.0,,,filled,
355,COM00538.00,2013,O.Cu,Me.Cu,779334000.0,,,filled,
355,COM00538.00,2014,O.Cu,Me.Cu,734473000.0,,,filled,
355,COM00538.00,2015,O.Cu,Me.Cu,684541000.0,,,filled,
355,COM00538.00,2016,O.Cu,Me.Cu,637284000.0,,,filled,
355,COM00538.00,2017,O.Cu,Me.Cu,587785000.0,,,filled,
355,COM00538.00,2018,O.Cu,Me.Cu,535500000.0,,,,
356,COM00538.00,2018,O.Cu,Me.Mo,535500000.0,,,,
359,COM00541.00,2019,O.Fe,Me.Fe,2472000.0,,,,
360,COM00541.00,2019,O.Fe,Me.Ni,2472000.0,25200.0,10200.0,,
357,COM00541.00,2019,O.bulk,Me.Fe,878000.0,,,,
358,COM00541.00,2019,O.bulk,Me.Ni,878000.0,12630.0,14400.0,,
361,COM00543.00,2002,O.Au,Me.Au,860000.0,,,filled,
361,COM00543.00,2003,O.Au,Me.Au,340000.0,1.559223765,5.52815701035,,
362,COM00544.00,2007,O.Fe,Me.Fe,662086000.0,,,filled,
362,COM00544.00,2008,O.Fe,Me.Fe,662022000.0,,,filled,
362,COM00544.00,2009,O.Fe,Me.Fe,651086000.0,,,filled,
362,COM00544.00,2010,O.Fe,Me.Fe,630452000.0,,,filled,
362,COM00544.00,2011,O.Fe,Me.Fe,598732000.0,,,filled,
362,COM00544.00,2012,O.Fe,Me.Fe,566992000.0,,,filled,
362,COM00544.00,2013,O.Fe,Me.Fe,536199000.0,,,filled,
362,COM00544.00,2014,O.Fe,Me.Fe,502411000.0,,,filled,
362,COM00544.00,2015,O.Fe,Me.Fe,459696000.0,,,filled,
362,COM00544.00,2016,O.Fe,Me.Fe,414951000.0,,,filled,
362,COM00544.00,2017,O.Fe,Me.Fe,367941000.0,,,filled,
362,COM00544.00,2018,O.Fe,Me.Fe,321000000.0,,,,
363,COM00545.00,2000,F.coal,,48444480.0,,,filled,
363,COM00545.00,2001,F.coal,,46539360.0,,,filled,
363,COM00545.00,2002,F.coal,,44724960.0,,,filled,
363,COM00545.00,2003,F.coal,,42729120.0,,,filled,
363,COM00545.00,2004,F.coal,,42003360.0,,,filled,
363,COM00545.00,2005,F.coal,,41821920.0,,,filled,
363,COM00545.00,2006,F.coal,,41005440.0,,,filled,
363,COM00545.00,2007,F.coal,,39553920.0,,,filled,
363,COM00545.00,2008,F.coal,,37195200.0,,,filled,
363,COM00545.00,2009,F.coal,,33566400.0,,,filled,
363,COM00545.00,2010,F.coal,,29937600.0,,,filled,
363,COM00545.00,2011,F.coal,,26943840.0,,,filled,
363,COM00545.00,2012,F.coal,,23950080.0,,,filled,
363,COM00545.00,2013,F.coal,,21137760.0,,,filled,
363,COM00545.00,2014,F.coal,,18325440.0,,,filled,
363,COM00545.00,2015,F.coal,,15603840.0,,,filled,
363,COM00545.00,2016,F.coal,,12972960.0,,,filled,
363,COM00545.00,2019,F.coal,,12610080.0,,,,
364,COM00547.00,2002,O.bulk,Me.Ag,22621528.0,,,filled,
364,COM00547.00,2003,O.bulk,Me.Ag,22015228.0,,,filled,
364,COM00547.00,2004,O.bulk,Me.Ag,21409438.0,,,filled,
364,COM00547.00,2005,O.bulk,Me.Ag,20773593.0,,,filled,
364,COM00547.00,2006,O.bulk,Me.Ag,20133744.0,,,filled,
364,COM00547.00,2007,O.bulk,Me.Ag,19440459.0,,,filled,
364,COM00547.00,2008,O.bulk,Me.Ag,18689660.0,,,filled,
364,COM00547.00,2009,O.bulk,Me.Ag,17957514.0,,,filled,
364,COM00547.00,2010,O.bulk,Me.Ag,17258094.0,,,filled,
364,COM00547.00,2011,O.bulk,Me.Ag,16554000.0,,,filled,
364,COM00547.00,2012,O.bulk,Me.Ag,15940000.0,,,filled,
364,COM00547.00,2013,O.bulk,Me.Ag,15257000.0,,,filled,
364,COM00547.00,2014,O.bulk,Me.Ag,14455000.0,,,filled,
364,COM00547.00,2015,O.bulk,Me.Ag,13562000.0,,,filled,
364,COM00547.00,2016,O.bulk,Me.Ag,12667000.0,,,filled,
364,COM00547.00,2017,O.bulk,Me.Ag,11763000.0,,,filled,
364,COM00547.00,2018,O.bulk,Me.Ag,10835000.0,,,filled,
364,COM00547.00,2019,O.bulk,Me.Ag,9900000.0,,,,
365,COM00547.00,2019,O.bulk,Me.Cu,9900000.0,,,,
366,COM00547.00,2019,O.bulk,Me.Pb,9900000.0,,,,
367,COM00547.00,2019,O.bulk,Me.Zn,9900000.0,,,,
368,COM00548.00,2013,O.Al,Me.Al2O3,7611000.0,,,filled,
368,COM00548.00,2014,O.Al,Me.Al2O3,6851000.0,,,filled,
368,COM00548.00,2015,O.Al,Me.Al2O3,5550000.0,,,filled,
368,COM00548.00,2019,O.Al,Me.Al2O3,3530000.0,,,,
369,COM00548.00,2019,O.Al,Nm.SiO2,3530000.0,,,,
370,COM00551.00,2004,F.coal,,1014144000.0,,,filled,
370,COM00551.00,2005,F.coal,,1000875000.0,,,filled,
370,COM00551.00,2006,F.coal,,988501000.0,,,filled,
370,COM00551.00,2007,F.coal,,976477000.0,,,filled,
370,COM00551.00,2008,F.coal,,966383000.0,,,filled,
370,COM00551.00,2009,F.coal,,955632000.0,,,filled,
370,COM00551.00,2017,F.coal,,944400000.0,,,filled,
370,COM00551.00,2018,F.coal,,938200000.0,,,filled,
370,COM00551.00,2019,F.coal,,919200000.0,,,filled,
370,COM00551.00,2020,F.coal,,900000000.0,,,,
371,COM00553.00,2004,O.Au,Me.Au,97216029.0,,,filled,
371,COM00553.00,2005,O.Au,Me.Au,93335229.0,,,filled,
371,COM00553.00,2006,O.Au,Me.Au,89570523.0,,,filled,
371,COM00553.00,2007,O.Au,Me.Au,86041111.0,,,filled,
371,COM00553.00,2008,O.Au,Me.Au,82930000.0,,,filled,
371,COM00553.00,2009,O.Au,Me.Au,79430000.0,,,filled,
371,COM00553.00,2010,O.Au,Me.Au,76030000.0,,,filled,
371,COM00553.00,2011,O.Au,Me.Au,72630000.0,,,filled,
371,COM00553.00,2012,O.Au,Me.Au,68330000.0,,,filled,
371,COM00553.00,2013,O.Au,Me.Au,63730000.0,,,filled,
371,COM00553.00,2014,O.Au,Me.Au,58930000.0,,,filled,
371,COM00553.00,2015,O.Au,Me.Au,54030000.0,,,filled,
371,COM00553.00,2016,O.Au,Me.Au,49330000.0,,,filled,
371,COM00553.00,2017,O.Au,Me.Au,44230000.0,,,filled,
371,COM00553.00,2018,O.Au,Me.Au,39130000.0,46.2097227019,1.3,,
372,COM00554.00,2000,F.coal,,48545000.0,,,filled,
372,COM00554.00,2001,F.coal,,42269000.0,,,filled,
372,COM00554.00,2002,F.coal,,35696000.0,,,filled,
372,COM00554.00,2003,F.coal,,28608000.0,,,filled,
372,COM00554.00,2004,F.coal,,21845000.0,,,filled,
372,COM00554.00,2019,F.coal,,16000000.0,,,,
373,COM00554.00,2016,F.stc,,117762000.0,,,filled,
373,COM00554.00,2017,F.stc,,116455000.0,,,filled,
373,COM00554.00,2018,F.stc,,115079000.0,,,filled,
373,COM00554.00,2019,F.stc,,114000000.0,,,,
374,COM00558.00,2019,O.bulk,O.FeTiO3,144000000.0,,,,
375,COM00558.00,2019,O.bulk,O.TiO2,144000000.0,,,,
376,COM00558.00,2019,O.bulk,O.Zr,144000000.0,,,,
377,COM00565.00,2015,F.coal,,260900000.0,,,filled,
377,COM00565.00,2016,F.coal,,260900000.0,,,filled,
377,COM00565.00,2017,F.coal,,259200000.0,,,filled,
377,COM00565.00,2018,F.coal,,257000000.0,,,filled,
377,COM00565.00,2019,F.coal,,253800000.0,,,filled,
377,COM00565.00,2020,F.coal,,249000000.0,,,,
378,COM00569.00,2012,,,,,,,
379,COM00571.00,2004,F.coal,,56888640.0,,,filled,
379,COM00571.00,2013,F.coal,,55800000.0,,,,
380,COM00576.00,2001,O.Fe,Me.Fe,799565000.0,,,filled,
380,COM00576.00,2002,O.Fe,Me.Fe,785003000.0,,,filled,
380,COM00576.00,2003,O.Fe,Me.Fe,772245000.0,,,filled,
380,COM00576.00,2004,O.Fe,Me.Fe,758020000.0,,,filled,
380,COM00576.00,2005,O.Fe,Me.Fe,746881000.0,,,filled,
380,COM00576.00,2006,O.Fe,Me.Fe,731234000.0,,,filled,
380,COM00576.00,2007,O.Fe,Me.Fe,715154000.0,,,filled,
380,COM00576.00,2008,O.Fe,Me.Fe,701925000.0,,,filled,
380,COM00576.00,2009,O.Fe,Me.Fe,686095000.0,,,filled,
380,COM00576.00,2010,O.Fe,Me.Fe,672251000.0,,,filled,
380,COM00576.00,2011,O.Fe,Me.Fe,657541000.0,,,filled,
380,COM00576.00,2012,O.Fe,Me.Fe,644084000.0,,,filled,
380,COM00576.00,2013,O.Fe,Me.Fe,630005000.0,,,filled,
380,COM00576.00,2014,O.Fe,Me.Fe,614637000.0,,,filled,
380,COM00576.00,2015,O.Fe,Me.Fe,599862000.0,,,filled,
380,COM00576.00,2016,O.Fe,Me.Fe,582171000.0,,,filled,
380,COM00576.00,2017,O.Fe,Me.Fe,564016000.0,,,filled,
380,COM00576.00,2018,O.Fe,Me.Fe,545000000.0,,,,
381,COM00579.00,2013,F.coal,,10800000.0,,,,
381,COM00579.00,2016,F.coal,,10455300.0,,,filled,
381,COM00579.00,2017,F.coal,,8717300.0,,,filled,
381,COM00579.00,2018,F.coal,,7074300.0,,,filled,
381,COM00579.00,2019,F.coal,,4145300.0,,,filled,
382,COM00579.00,2020,F.coal,,49200000.0,,,,
383,COM00582.00,2005,F.stc,,89913400.0,,,filled,
383,COM00582.00,2006,F.stc,,88555100.0,,,filled,
383,COM00582.00,2007,F.stc,,84535000.0,,,filled,
383,COM00582.00,2008,F.stc,,79534000.0,,,filled,
383,COM00582.00,2009,F.stc,,74381900.0,,,filled,
383,COM00582.00,2010,F.stc,,69320000.0,,,filled,
383,COM00582.00,2011,F.stc,,64750900.0,,,filled,
383,COM00582.00,2012,F.stc,,60412700.0,,,filled,
383,COM00582.00,2013,F.stc,,55013500.0,,,filled,
383,COM00582.00,2014,F.stc,,49946700.0,,,filled,
383,COM00582.00,2015,F.stc,,44684100.0,,,filled,
383,COM00582.00,2016,F.stc,,40152300.0,,,filled,
383,COM00582.00,2017,F.stc,,35757300.0,,,filled,
383,COM00582.00,2018,F.stc,,31697800.0,,,filled,
383,COM00582.00,2020,F.stc,,27100000.0,,,,
384,COM00583.00,2000,O.Fe,Me.Fe,1549400000.0,,,filled,
384,COM00583.00,2001,O.Fe,Me.Fe,1509500000.0,,,filled,
384,COM00583.00,2002,O.Fe,Me.Fe,1470600000.0,,,filled,
384,COM00583.00,2003,O.Fe,Me.Fe,1429900000.0,,,filled,
384,COM00583.00,2004,O.Fe,Me.Fe,1386800000.0,,,filled,
384,COM00583.00,2005,O.Fe,Me.Fe,1343200000.0,,,filled,
384,COM00583.00,2006,O.Fe,Me.Fe,1297500000.0,,,filled,
384,COM00583.00,2007,O.Fe,Me.Fe,1250500000.0,,,filled,
384,COM00583.00,2008,O.Fe,Me.Fe,1203800000.0,,,filled,
384,COM00583.00,2009,O.Fe,Me.Fe,1162000000.0,,,filled,
384,COM00583.00,2010,O.Fe,Me.Fe,1130900000.0,,,filled,
384,COM00583.00,2011,O.Fe,Me.Fe,1092200000.0,,,filled,
384,COM00583.00,2012,O.Fe,Me.Fe,1052200000.0,,,filled,
384,COM00583.00,2013,O.Fe,Me.Fe,1014500000.0,,,filled,
384,COM00583.00,2014,O.Fe,Me.Fe,980500000.0,,,filled,
384,COM00583.00,2015,O.Fe,Me.Fe,944700000.0,,,filled,
384,COM00583.00,2016,O.Fe,Me.Fe,909100000.0,,,filled,
384,COM00583.00,2017,O.Fe,Me.Fe,875700000.0,,,filled,
384,COM00583.00,2018,O.Fe,Me.Fe,837900000.0,,,filled,
